converted_txts/uploadEventSplitter.log.2025-10-08-23.1.1759968012.675.txt:10.0.1.191 - [2025-10-08 22:43:01,406] - com.bidgely.cloud.splitter.UploadEventMessageProcessor:run:92 - pool-8-thread-1 - INFO : New event: GbUploadEvent [userId=85da6268-e50d-4792-aadf-2b1b27990120, homeOrdinal=1, start=1759722300, end=1759963381, measurementType=ELECTRIC]"
converted_txts/uploadEventSplitter.log.2025-10-08-23.1.1759968012.675.txt:10.0.1.191 - [2025-10-08 22:43:01,472] - com.bidgely.cloud.splitter.UploadEventMessageProcessor:run:112 - pool-8-thread-1 - INFO : Message not added to disagg :85da6268-e50d-4792-aadf-2b1b27990120 "
converted_txts/uploadEventSplitter.log.2025-10-08-23.1.1759968012.675.txt:10.0.1.191 - [2025-10-08 22:43:01,495] - com.bidgely.cloud.splitter.UploadEventMessageProcessor:run:115 - pool-8-thread-1 - INFO : done processing user 85da6268-e50d-4792-aadf-2b1b27990120"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 |  | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:24:419 | com.bidgely.cloud.core.billingdata.aggregation.AggregationMessageProcessor$AggregateMessageProcessor:run:208 | pool-41-thread-1 | INFO | Processing user AggregateUploadEvent [uuid=85da6268-e50d-4792-aadf-2b1b27990120, hid=1, startTs=1759635900, endTs=1759876933,measurementType=ELECTRIC, deleteBeforeRun=false, storeTimebandInCassandra=false, consumptionTypes=[ENERGY_CONSUMPTION, BILLING_COST, TIER, TOU], aggModes=[DAY, MONTH],UserRateInfo [planName= null, size of planValueList=0, triggerId=1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc, triggerName=INGESTER_JOBS, aggregationEventStage=null, runHybridV2=false]]"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:25:759 | com.bidgely.cloud.core.lib.redshift.AnalyticsDataWriter:writeAppConsConsumptionData:215 | pool-41-thread-1 | INFO | appData size 2"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:25:765 | com.bidgely.cloud.core.lib.redshift.AnalyticsDataWriter:writeAppConsConsumptionData:221 | pool-41-thread-1 | INFO | streaming daily or hourly consumption data for user 85da6268-e50d-4792-aadf-2b1b27990120, delivery stream hourly_data_cons_nonprodqa"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:25:779 | com.bidgely.cloud.aws.FirehoseDeliveryStream:putRecordBatchSynchronous:382 | pool-41-thread-1 | INFO | putRecordBatchResult:{FailedPutCount: 0,Encrypted: false,RequestResponses: [{RecordId: LEz+sswrAQBEZKHAo5kzBHohGPoCkQqAQvvtrQ1PuupJUuvC2hSwxnoZ7KloKyKcUlLTvNWnCMzV7g5K3K+ZFtO+da5IUvqRKMG73FoSar4vgk2jEn6VB5DVJv6dE7xBhrYNK+E3DsCUAeDuLciZ2m5FScJsZXcRoMrdPDMoydeQgTOxEo4XvurPwryz9tTkk0/KF8WPw9Mq4hHwNvZcfrJHFMu/wK2c,}]}"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:25:780 | com.bidgely.cloud.aws.FirehoseDeliveryStream:putRecordBatchSynchronous:383 | pool-41-thread-1 | INFO | putRecordBatchResponseEntries:[{RecordId: LEz+sswrAQBEZKHAo5kzBHohGPoCkQqAQvvtrQ1PuupJUuvC2hSwxnoZ7KloKyKcUlLTvNWnCMzV7g5K3K+ZFtO+da5IUvqRKMG73FoSar4vgk2jEn6VB5DVJv6dE7xBhrYNK+E3DsCUAeDuLciZ2m5FScJsZXcRoMrdPDMoydeQgTOxEo4XvurPwryz9tTkk0/KF8WPw9Mq4hHwNvZcfrJHFMu/wK2c,}]"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:25:780 | com.bidgely.cloud.core.lib.redshift.AnalyticsDataWriter:writeAppConsConsumptionData:223 | pool-41-thread-1 | INFO | Copied AppConsConsumption to firehose time: 15"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:25:780 | com.bidgely.cloud.core.lib.redshift.AnalyticsDataWriter:writeAggregationData:274 | pool-41-thread-1 | INFO | streaming daily aggregation data for user 85da6268-e50d-4792-aadf-2b1b27990120, delivery stream aggregation_data_nonprodqa"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:25:844 | com.bidgely.cloud.aws.FirehoseDeliveryStream:putRecordBatchSynchronous:382 | pool-41-thread-1 | INFO | putRecordBatchResult:{FailedPutCount: 0,Encrypted: true,RequestResponses: [{RecordId: 3xMTFABmAHa92eBYujzixmvYwrnPZEhY7LhoM8YKrVeV3p/IoXW4cmUMG0z90zEDODcmm9QJIjxpU/myLapbwlbbaNUlG7uFwGV0K6LP+onkur8kMZ2ZG6dhT6gDXrO4LcwxiGy7n8D9NT09SJaA7JYJeLTYoSYB8y6UB9O3PetNRam4KdGL91ixKwPCutRJ0ti2NKtMySHGsS7uIv+ela1SmJU+DrDp,}]}"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:25:852 | com.bidgely.cloud.aws.FirehoseDeliveryStream:putRecordBatchSynchronous:383 | pool-41-thread-1 | INFO | putRecordBatchResponseEntries:[{RecordId: 3xMTFABmAHa92eBYujzixmvYwrnPZEhY7LhoM8YKrVeV3p/IoXW4cmUMG0z90zEDODcmm9QJIjxpU/myLapbwlbbaNUlG7uFwGV0K6LP+onkur8kMZ2ZG6dhT6gDXrO4LcwxiGy7n8D9NT09SJaA7JYJeLTYoSYB8y6UB9O3PetNRam4KdGL91ixKwPCutRJ0ti2NKtMySHGsS7uIv+ela1SmJU+DrDp,}]"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:25:910 | com.bidgely.cloud.core.lib.config.UserPreferenceSettings:setOtherMeterConfigUpdateConfig:5020 | pool-41-thread-1 | ERROR | Default hardware version is passed null, so setting it to HW41"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:25:910 | com.bidgely.cloud.core.lib.aggregations.ConsumptionAggregateHandler:streamDayConsumptionForHeartbeat:346 | pool-41-thread-1 | INFO | config disabled for heartbeat functionality for user 85da6268-e50d-4792-aadf-2b1b27990120"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:25:910 | com.bidgely.cloud.core.lib.aggregations.ConsumptionAggregateHandler:populateDayAggregate:110 | pool-41-thread-1 | INFO | done populating daily ENERGY_CONSUMPTION aggregates for user 85da6268-e50d-4792-aadf-2b1b27990120 from 1759550400 to 1759895999"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:25:981 | com.bidgely.cloud.core.lib.aggregations.ConsumptionAggregateHandler:populateMonthAggregate:284 | pool-41-thread-1 | INFO | lastPopulatedTs for energy consumption for user 85da6268-e50d-4792-aadf-2b1b27990120 in monthCF: 1759291200"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:26:094 | com.bidgely.cloud.core.lib.redshift.AnalyticsDataWriter:writeMonthlyConsumptionData:236 | pool-41-thread-1 | INFO | appData size 1"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:26:094 | com.bidgely.cloud.core.lib.redshift.AnalyticsDataWriter:writeMonthlyConsumptionData:240 | pool-41-thread-1 | INFO | streaming monthly consumption data for user 85da6268-e50d-4792-aadf-2b1b27990120, delivery stream user_billing_consumption_nonprodqa"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:26:153 | com.bidgely.cloud.aws.FirehoseDeliveryStream:putRecordBatchSynchronous:382 | pool-41-thread-1 | INFO | putRecordBatchResult:{FailedPutCount: 0,Encrypted: false,RequestResponses: [{RecordId: WuzQxnRE4oNDkJ5Umllk5sQ2jaqlBOSynTtTY8Upg/qglZF/RjJsyxaCArPa0jorbd+U3SddYXZ7rT8GGq6TIdI8X8cQNDRY6EaRORqimbL2CZe5LiD9WVaOBkXTgiup0KRmDa4CUQfyWRkAGM670I21cVSA0spb4IEiTlIG3SMchiqngCp/eUHg7CWa4M0EtagsU8l/nt+8VBeJ40/4mub0oJVrjwi6,}]}"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:26:157 | com.bidgely.cloud.aws.FirehoseDeliveryStream:putRecordBatchSynchronous:383 | pool-41-thread-1 | INFO | putRecordBatchResponseEntries:[{RecordId: WuzQxnRE4oNDkJ5Umllk5sQ2jaqlBOSynTtTY8Upg/qglZF/RjJsyxaCArPa0jorbd+U3SddYXZ7rT8GGq6TIdI8X8cQNDRY6EaRORqimbL2CZe5LiD9WVaOBkXTgiup0KRmDa4CUQfyWRkAGM670I21cVSA0spb4IEiTlIG3SMchiqngCp/eUHg7CWa4M0EtagsU8l/nt+8VBeJ40/4mub0oJVrjwi6,}]"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:26:158 | com.bidgely.cloud.core.lib.aggregations.ConsumptionAggregateHandler:populateMonthAggregate:318 | pool-41-thread-1 | INFO | done populating monthly ENERGY_CONSUMPTION aggregates for user 85da6268-e50d-4792-aadf-2b1b27990120 from 1759291200 to 1759876933"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:26:159 | com.bidgely.cloud.core.lib.aggregations.TOUAggregateHandler:populateConsMap:75 | pool-41-thread-1 | INFO | LastPopulatedTs for tous for user 85da6268-e50d-4792-aadf-2b1b27990120 in dayCF: 1759636800"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:26:355 | com.bidgely.cloud.core.lib.dao.psc.PSCRateDao:findByUtilityId:122 | pool-41-thread-1 | INFO | Fetching PSC rates for utilityId=10037"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:26:357 | com.bidgely.cloud.core.lib.rates.psc.PSCRateManager:getPSCRatesByUtility:269 | pool-41-thread-1 | INFO | Found 48 valid PSC rates for utilityId=10037"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:26:491 | com.bidgely.cloud.core.lib.redshift.AnalyticsDataWriter:writeAggregationData:274 | pool-41-thread-1 | INFO | streaming daily aggregation data for user 85da6268-e50d-4792-aadf-2b1b27990120, delivery stream aggregation_data_nonprodqa"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:26:500 | com.bidgely.cloud.aws.FirehoseDeliveryStream:putRecordBatchSynchronous:382 | pool-41-thread-1 | INFO | putRecordBatchResult:{FailedPutCount: 0,Encrypted: true,RequestResponses: [{RecordId: dU9oIAF9ncXXY6qC4bQXKs+kBu6vBeeeReTeJ25jaKfFj2ynvK8CdzWxxj/O+VG70MA+asqmtQpQc6PUDNX7LjUp16tvJZXNvNsqk6urYjmGPtY3Bw+n6456dKTqF38jn2Dbru+gdiNna1Fn/adZiVNq3ko/oAtDiuIbYSLa/kAmzDtdYMJ4RYFMsU/J2BwIT0/zXHoaD+Kj22gcuMSFeKkh4I1yygQA,}]}"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:26:504 | com.bidgely.cloud.aws.FirehoseDeliveryStream:putRecordBatchSynchronous:383 | pool-41-thread-1 | INFO | putRecordBatchResponseEntries:[{RecordId: dU9oIAF9ncXXY6qC4bQXKs+kBu6vBeeeReTeJ25jaKfFj2ynvK8CdzWxxj/O+VG70MA+asqmtQpQc6PUDNX7LjUp16tvJZXNvNsqk6urYjmGPtY3Bw+n6456dKTqF38jn2Dbru+gdiNna1Fn/adZiVNq3ko/oAtDiuIbYSLa/kAmzDtdYMJ4RYFMsU/J2BwIT0/zXHoaD+Kj22gcuMSFeKkh4I1yygQA,}]"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:26:537 | com.bidgely.cloud.aws.FirehoseDeliveryStream:putRecordBatchSynchronous:382 | pool-41-thread-1 | INFO | putRecordBatchResult:{FailedPutCount: 0,Encrypted: false,RequestResponses: [{RecordId: ZcjetF59P7prNH/sTdsMUCyjo19YS4fg7G5L/av4f4H2XXn1R43uvk7OSf4r00HemUxvzTxtXWMboPhsBOEB82EK3u1bgu6EifUOpRnrSQTbrcrHarsCfImlRUBliW39uokqFu974gD2YX6Wix+GIof5Y31PU4CohHtlhjHunOpVUb7Ln9OTWbWrWMkSFPQxJHN2nIQXmeTL6kuHxbSh5VJe+N9Z3WOq,}]}"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:26:538 | com.bidgely.cloud.aws.FirehoseDeliveryStream:putRecordBatchSynchronous:383 | pool-41-thread-1 | INFO | putRecordBatchResponseEntries:[{RecordId: ZcjetF59P7prNH/sTdsMUCyjo19YS4fg7G5L/av4f4H2XXn1R43uvk7OSf4r00HemUxvzTxtXWMboPhsBOEB82EK3u1bgu6EifUOpRnrSQTbrcrHarsCfImlRUBliW39uokqFu974gD2YX6Wix+GIof5Y31PU4CohHtlhjHunOpVUb7Ln9OTWbWrWMkSFPQxJHN2nIQXmeTL6kuHxbSh5VJe+N9Z3WOq,}]"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:26:538 | com.bidgely.cloud.core.lib.aggregations.TOUAggregateHandler:populateDayAggregate:140 | pool-41-thread-1 | INFO | done populating daily tou aggregates for user 85da6268-e50d-4792-aadf-2b1b27990120 from 1759635900 to 1759876933"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:26:542 | com.bidgely.cloud.core.lib.aggregations.TOUAggregateHandler:populateMonthAggregate:176 | pool-41-thread-1 | INFO | lastPopulatedTs for tous for user 85da6268-e50d-4792-aadf-2b1b27990120 in monthCF: 1759291200"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:26:718 | com.bidgely.cloud.core.lib.aggregations.TOUAggregateHandler:populateMonthAggregate:204 | pool-41-thread-1 | INFO | done populating monthly tou aggregates for user 85da6268-e50d-4792-aadf-2b1b27990120 from 1759291200 to 1759876933"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:26:730 | com.bidgely.cloud.core.lib.aggregations.BillingCostAggregateHandler:populateDayAggregate:87 | pool-41-thread-1 | INFO | LastPopulatedTs for billingCost for user 85da6268-e50d-4792-aadf-2b1b27990120 in dayCF: 1759636800"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:27:040 | com.bidgely.cloud.core.lib.dao.psc.PSCRateDao:findByUtilityId:122 | pool-41-thread-1 | INFO | Fetching PSC rates for utilityId=10037"
converted_txts/aggregationMessageProcessor.log.2025-10-08-23.1.1759911920.771.txt:10.0.1.51 | 10037 | 85da6268-e50d-4792-aadf-2b1b27990120 | 1a1f8c54-9f3e-4f23-8947-f8baf4fe0fbc | INGESTER_JOBS |  2025-10-08 06:20:27:054 | com.bidgely.cloud.core.lib.rates.psc.PSCRateManager:getPSCRatesByUtility:269 | pool-41-thread-1 | INFO | Found 48 valid PSC rates for utilityId=10037"
